Name,Image
Sloughi,https://www.akc.org/wp-content/uploads/2017/11/Sloughi-in-the-desert-400x267.jpg
Slovakian Wirehaired Pointer,https://www.akc.org/wp-content/uploads/2018/07/Slovakian-Wirehaired-Pointer-laying-down-outdoors-400x267.jpg
Slovensky Cuvac,https://www.akc.org/wp-content/uploads/2017/11/Slovensky-Cuvac-standing-outdoors-400x267.jpg
Slovensky Kopov,https://www.akc.org/wp-content/uploads/2017/11/Slovensky-Kopov-On-White-01-400x267.jpg
Small Munsterlander Pointer,https://www.akc.org/wp-content/uploads/2017/11/Munsterlander.5-400x267.jpg
Smooth Fox Terrier,https://www.akc.org/wp-content/uploads/2017/11/Smooth-Fox-Terrier-standing-in-a-field-in-winter-400x267.jpg
Soft Coated Wheaten Terrier,https://www.akc.org/wp-content/uploads/2017/11/Soft-Coated-Wheaten-Terrier-sitting-in-a-field-of-wildflowers-400x267.jpg
Spanish Mastiff,https://www.akc.org/wp-content/uploads/2017/11/Spanish-Mastiff-400x267.jpg
Spanish Water Dog,https://www.akc.org/wp-content/uploads/2017/11/Spanish-Water-Dog-400x267.jpg
Spinone Italiano,https://www.akc.org/wp-content/uploads/2017/11/Spinone-Italiano-On-White-03-400x267.jpg
Stabyhoun,https://www.akc.org/wp-content/uploads/2017/11/AdobeStock_62619970-400x267.jpg
Staffordshire Bull Terrier,https://www.akc.org/wp-content/uploads/2017/11/Staffordshire-Bull-Terrier-On-White-01-400x267.jpg
Standard Schnauzer,https://www.akc.org/wp-content/uploads/2017/11/Standard-Schnauzer-standing-outdoors-400x267.jpg
Sussex Spaniel,https://www.akc.org/wp-content/uploads/2017/11/Sussex-Spaniel-On-White-01-400x267.jpg
Swedish Lapphund,https://www.akc.org/wp-content/uploads/2017/11/Swedish-Lapphund-On-White-01-400x267.jpg
Swedish Vallhund,https://www.akc.org/wp-content/uploads/2017/11/Swedish-Vallhund-running-in-the-grass-400x267.jpg
Taiwan Dog,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/31115615/Taiwan-Dog-sitting-in-the-park-400x267.jpg
Teddy Roosevelt Terrier,https://www.akc.org/wp-content/uploads/2017/11/Teddy-Roosevelt-Terrier-on-White-01-400x267.jpg
Thai Ridgeback,https://www.akc.org/wp-content/uploads/2017/11/Thai-Ridgeback.4-400x267.jpg
Tibetan Mastiff,https://www.akc.org/wp-content/uploads/2017/11/Tibetan-Mastiff-laying-down-outdoors-400x267.jpg
Tibetan Spaniel,https://www.akc.org/wp-content/uploads/2017/11/Tibetan-Spaniel-laying-down-outdoors-400x267.jpg
Tibetan Terrier,https://www.akc.org/wp-content/uploads/2017/11/Tibetan-Terrier-On-White-01-400x267.jpg
Tornjak,https://www.akc.org/wp-content/uploads/2017/11/Tornjak-standing-in-the-woods-400x267.jpg
Tosa,https://www.akc.org/wp-content/uploads/2017/11/Tosa-on-White-01-400x267.jpg
Toy Fox Terrier,https://www.akc.org/wp-content/uploads/2017/11/Toy-Fox-Terrier-standing-portrait-400x267.jpg
Transylvanian Hound,https://www.akc.org/wp-content/uploads/2017/11/Transylvanian-Hound-On-White-01-400x267.jpg
Treeing Tennessee Brindle,https://www.akc.org/wp-content/uploads/2017/11/Treeing-Tennessee-Brindle-on-White-01-400x267.jpg
Treeing Walker Coonhound,https://www.akc.org/wp-content/uploads/2017/11/Treeing-Walker-Coonhound-400x267.jpg
Vizsla,https://www.akc.org/wp-content/uploads/2017/11/Vizsla-On-White-01-400x267.jpg
Weimaraner,https://www.akc.org/wp-content/uploads/2017/11/Weimaraner-running-into-water-400x267.jpg
Welsh Springer Spaniel,https://www.akc.org/wp-content/uploads/2017/11/Welsh-Springer-Spaniel-head-portrait-outdoors-400x267.jpg
Welsh Terrier,https://www.akc.org/wp-content/uploads/2017/11/Welsh-Terrier-standing-stacked-in-the-grass-400x267.jpg
West Highland White Terrier,https://www.akc.org/wp-content/uploads/2017/11/West-Highland-White-Terrier-laying-down-in-the-grass-400x267.jpg
Wetterhoun,https://www.akc.org/wp-content/themes/akc/component-library/assets/img/1x1.trans.gif
Whippet,https://www.akc.org/wp-content/themes/akc/component-library/assets/img/1x1.trans.gif
Wire Fox Terrier,https://www.akc.org/wp-content/themes/akc/component-library/assets/img/1x1.trans.gif
Wirehaired Pointing Griffon,https://www.akc.org/wp-content/themes/akc/component-library/assets/img/1x1.trans.gif
Wirehaired Vizsla,https://www.akc.org/wp-content/themes/akc/component-library/assets/img/1x1.trans.gif
Working Kelpie,https://www.akc.org/wp-content/themes/akc/component-library/assets/img/1x1.trans.gif
Xoloitzcuintli,https://www.akc.org/wp-content/themes/akc/component-library/assets/img/1x1.trans.gif
Yakutian Laika,https://www.akc.org/wp-content/themes/akc/component-library/assets/img/1x1.trans.gif
Yorkshire Terrier,https://www.akc.org/wp-content/themes/akc/component-library/assets/img/1x1.trans.gif
